일시,기온(°C),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),강수량(mm),적설(cm),전운량(10분위)
2022-05-03 22:00:00,11.4,1.0,90,57,1005.5,,,,,0.0
2022-05-03 23:00:00,10.6,1.3,90,61,1005.6,,,,,0.0
2022-05-04 00:00:00,8.7,0.2,0,67,1005.9,,,,,2.0
2022-05-04 01:00:00,7.9,0.0,0,71,1005.9,,,,,3.0
2022-05-04 02:00:00,7.6,0.7,70,73,1005.7,,,,,0.0
2022-05-04 03:00:00,6.1,0.6,90,77,1005.8,,,,,4.0
2022-05-04 04:00:00,5.8,0.4,0,79,1005.7,,,,,4.0
2022-05-04 05:00:00,5.2,0.2,0,83,1005.8,,,,,0.0
2022-05-04 06:00:00,5.7,0.5,90,86,1006.1,0.0,0.0,,,7.0
2022-05-04 07:00:00,8.3,0.0,0,80,1006.7,0.8,0.34,,,0.0
2022-05-04 08:00:00,10.8,0.1,0,69,1006.9,1.0,1.06,,,0.0
2022-05-04 09:00:00,13.5,0.1,0,59,1006.8,1.0,1.82,,,0.0
2022-05-04 10:00:00,18.2,1.0,290,36,1006.5,1.0,2.51,,,0.0
2022-05-04 11:00:00,19.1,0.8,160,33,1006.3,1.0,3.04,,,0.0
2022-05-04 12:00:00,20.9,1.4,270,31,1005.5,1.0,3.37,,,0.0
2022-05-04 13:00:00,23.1,1.0,360,30,1004.7,1.0,3.49,,,0.0
2022-05-04 14:00:00,24.6,2.9,270,30,1004.0,1.0,3.34,,,0.0
2022-05-04 15:00:00,25.3,1.6,250,30,1003.3,1.0,3.0,,,0.0
2022-05-04 16:00:00,25.3,3.1,230,29,1002.7,1.0,2.43,,,0.0
2022-05-04 17:00:00,25.9,2.3,270,31,1002.2,1.0,1.71,,,0.0
2022-05-04 18:00:00,24.4,3.1,270,34,1002.6,1.0,0.93,,,0.0
2022-05-04 19:00:00,22.2,3.3,270,36,1003.2,0.6,0.31,,,0.0
2022-05-04 20:00:00,20.5,0.9,290,40,1004.0,0.0,0.01,,,0.0
2022-05-04 21:00:00,15.9,0.7,90,58,1004.9,,,,,0.0
2022-05-04 22:00:00,14.4,1.1,90,63,1005.3,,,,,0.0
2022-05-04 23:00:00,13.1,1.1,90,68,1005.5,,,,,0.0
2022-05-05 00:00:00,12.6,0.8,90,70,1005.7,,,,,0.0
2022-05-05 01:00:00,11.2,0.8,90,77,1005.7,,,,,0.0
2022-05-05 02:00:00,9.9,0.0,0,81,1005.9,,,,,0.0
2022-05-05 03:00:00,9.0,0.1,0,86,1005.7,,,,,0.0
2022-05-05 04:00:00,8.5,0.0,0,86,1005.8,,,,,0.0
2022-05-05 05:00:00,7.5,0.2,0,89,1005.9,,,,,0.0
2022-05-05 06:00:00,7.8,0.4,0,89,1006.2,0.0,0.0,,,0.0
2022-05-05 07:00:00,10.5,0.0,0,83,1006.5,0.8,0.37,,,5.0
2022-05-05 08:00:00,12.8,0.0,0,73,1006.8,1.0,1.13,,,0.0
2022-05-05 09:00:00,15.7,0.7,230,63,1006.7,1.0,1.94,,,0.0
2022-05-05 10:00:00,19.5,0.8,290,39,1006.7,1.0,2.63,,,0.0
2022-05-05 11:00:00,20.9,0.9,180,36,1006.4,1.0,3.18,,,0.0
2022-05-05 12:00:00,22.4,1.7,290,36,1005.7,1.0,3.48,,,0.0
2022-05-05 13:00:00,24.1,1.8,250,33,1004.7,1.0,3.56,,,0.0
2022-05-05 14:00:00,24.7,0.5,160,33,1003.9,1.0,3.42,,,0.0
2022-05-05 15:00:00,25.2,2.0,200,24,1003.1,1.0,3.13,,,0.0
2022-05-05 16:00:00,26.0,2.2,250,23,1002.4,1.0,2.61,,,0.0
2022-05-05 17:00:00,25.7,2.6,250,24,1001.8,1.0,1.86,,,0.0
2022-05-05 18:00:00,25.2,2.3,270,20,1001.5,1.0,1.13,,,0.0
2022-05-05 19:00:00,23.5,0.7,200,26,1001.5,1.0,0.38,,,0.0
2022-05-05 20:00:00,17.8,0.9,90,41,1001.9,0.0,0.02,,,0.0
2022-05-05 21:00:00,15.3,0.6,90,55,1002.8,,,,,0.0
2022-05-05 22:00:00,15.3,0.6,90,60,1003.5,,,,,0.0
2022-05-05 23:00:00,13.8,0.3,0,70,1003.7,,,,,0.0
2022-05-06 00:00:00,13.3,0.8,90,75,1003.9,,,,,0.0
2022-05-06 01:00:00,12.6,0.7,90,78,1004.0,,,,,0.0
2022-05-06 02:00:00,11.3,0.4,0,84,1004.0,,,,,0.0
2022-05-06 03:00:00,11.0,0.7,90,85,1004.2,,,,,0.0
2022-05-06 04:00:00,10.1,0.3,0,89,1003.9,,,,,0.0
2022-05-06 05:00:00,9.4,0.0,0,90,1003.8,,,,,2.0
2022-05-06 06:00:00,9.8,0.5,90,92,1003.9,0.0,0.0,,,2.0
2022-05-06 07:00:00,12.4,0.0,0,83,1004.0,0.8,0.4,,,0.0
2022-05-06 08:00:00,14.6,0.3,0,74,1004.0,1.0,1.14,,,0.0
2022-05-06 09:00:00,17.3,0.3,0,64,1003.7,1.0,1.92,,,3.0
2022-05-06 10:00:00,20.1,0.3,0,57,1003.5,1.0,2.4,,,4.0
2022-05-06 11:00:00,22.3,0.6,360,54,1003.0,1.0,3.02,,,3.0
2022-05-06 12:00:00,23.3,1.8,290,46,1002.6,0.8,2.89,,,4.0
2022-05-06 13:00:00,23.4,2.2,270,46,1001.7,0.8,2.86,,,6.0
2022-05-06 14:00:00,24.0,2.0,320,44,1001.3,0.9,2.83,,,7.0
2022-05-06 15:00:00,25.0,1.8,320,42,1000.7,0.8,2.41,,,4.0
2022-05-06 16:00:00,25.3,2.9,230,39,1000.3,1.0,2.33,,,0.0
2022-05-06 17:00:00,25.1,1.9,270,40,999.8,1.0,1.74,,,1.0
2022-05-06 18:00:00,23.7,1.7,320,43,999.9,0.5,0.73,,,4.0
2022-05-06 19:00:00,23.1,1.8,290,46,1000.2,0.2,0.25,,,4.0
2022-05-06 20:00:00,19.3,0.9,90,62,1000.8,0.0,0.0,,,7.0
2022-05-06 21:00:00,18.6,0.0,0,66,1001.4,,,,,9.0
2022-05-06 22:00:00,19.7,0.9,270,58,1001.8,,,,,4.0
2022-05-06 23:00:00,16.5,0.7,200,66,1001.7,,,,,0.0
2022-05-07 00:00:00,14.8,0.8,90,75,1002.0,,,,,5.0
2022-05-07 01:00:00,13.8,0.8,110,80,1002.0,,,,,6.0
2022-05-07 02:00:00,13.2,0.0,0,86,1002.2,,,,,9.0
2022-05-07 03:00:00,13.7,0.0,0,89,1002.2,,,,,7.0
2022-05-07 04:00:00,14.3,0.5,160,89,1002.2,,,,,10.0
2022-05-07 05:00:00,13.4,0.0,0,93,1002.4,,,,,7.0
2022-05-07 06:00:00,13.6,0.0,0,92,1002.7,0.0,0.0,,,5.0
2022-05-07 07:00:00,16.1,0.2,0,84,1002.6,0.1,0.23,,,7.0
2022-05-07 08:00:00,17.0,1.6,230,79,1002.9,0.0,0.4,,,8.0
2022-05-07 09:00:00,17.2,2.4,230,78,1002.7,0.0,0.66,,,9.0
2022-05-07 10:00:00,17.7,2.5,250,76,1003.0,0.0,0.21,0.0,,10.0
2022-05-07 11:00:00,18.0,2.4,270,72,1003.3,0.0,0.67,0.1,,9.0
2022-05-07 12:00:00,19.0,3.4,250,66,1002.9,0.1,1.35,,,9.0
2022-05-07 13:00:00,20.6,4.0,270,48,1002.3,0.6,3.13,,,7.0
2022-05-07 14:00:00,22.3,3.1,250,41,1001.6,1.0,3.42,,,3.0
2022-05-07 15:00:00,21.2,2.9,270,43,1001.2,1.0,2.99,,,0.0
2022-05-07 16:00:00,22.5,2.6,270,42,1000.9,1.0,2.41,,,6.0
2022-05-07 17:00:00,21.5,3.9,270,43,1001.4,0.8,1.43,,,8.0
2022-05-07 18:00:00,20.7,3.3,270,37,1001.6,1.0,0.9,,,4.0
2022-05-07 19:00:00,19.6,2.5,230,34,1002.4,0.3,0.26,,,6.0
2022-05-07 20:00:00,17.6,1.4,230,38,1003.3,0.0,0.0,,,5.0
2022-05-07 21:00:00,14.5,0.5,90,50,1004.1,,,,,8.0
2022-05-07 22:00:00,13.3,0.9,90,55,1004.7,,,,,8.0
2022-05-07 23:00:00,13.1,0.1,0,58,1005.1,,,,,8.0
2022-05-08 00:00:00,13.6,0.8,140,50,1005.4,,,,,7.0
2022-05-08 01:00:00,13.1,0.1,0,46,1005.7,,,,,7.0
2022-05-08 02:00:00,13.2,1.1,90,46,1006.0,,,,,8.0
2022-05-08 03:00:00,12.8,0.1,0,58,1005.6,,,,,7.0
2022-05-08 04:00:00,12.5,0.7,110,60,1005.7,,,,,9.0
2022-05-08 05:00:00,12.1,1.0,90,59,1005.9,,,,,6.0
2022-05-08 06:00:00,11.6,0.7,110,65,1006.5,0.0,0.0,,,10.0
2022-05-08 07:00:00,13.1,1.8,90,53,1007.0,0.0,0.21,,,10.0
2022-05-08 08:00:00,14.0,2.1,90,46,1007.3,0.0,0.49,,,10.0
2022-05-08 09:00:00,14.8,2.1,90,43,1006.7,0.0,0.77,,,10.0
2022-05-08 10:00:00,16.3,3.0,70,39,1006.3,0.1,1.29,,,9.0
2022-05-08 11:00:00,17.1,2.7,70,35,1006.1,0.2,1.72,,,10.0
2022-05-08 12:00:00,17.4,1.9,70,35,1005.8,0.0,1.23,,,10.0
2022-05-08 13:00:00,18.1,2.2,70,34,1004.9,0.0,1.67,,,10.0
2022-05-08 14:00:00,18.0,1.8,90,32,1004.6,0.0,1.31,,,10.0
2022-05-08 15:00:00,18.8,1.8,70,35,1003.6,0.2,1.08,,,10.0
2022-05-08 16:00:00,18.2,1.5,110,39,1002.9,0.3,1.29,,,8.0
2022-05-08 17:00:00,17.5,2.4,360,41,1002.6,0.0,0.66,,,10.0
2022-05-08 18:00:00,17.2,1.4,90,41,1002.3,0.0,0.47,,,8.0
2022-05-08 19:00:00,15.9,1.1,110,47,1002.2,0.0,0.17,,,9.0
2022-05-08 20:00:00,15.0,0.7,70,54,1002.2,0.0,0.0,,,10.0
2022-05-08 21:00:00,14.6,0.5,50,53,1003.3,,,,,10.0
2022-05-08 22:00:00,11.1,1.0,90,81,1004.6,,,0.4,,10.0
2022-05-08 23:00:00,10.5,0.4,0,88,1004.9,,,0.7,,10.0
2022-05-09 00:00:00,10.3,0.7,160,89,1005.0,,,0.7,,10.0
2022-05-09 01:00:00,10.1,1.0,180,90,1005.2,,,0.8,,10.0
2022-05-09 02:00:00,10.6,0.4,0,88,1004.7,,,0.0,,10.0
2022-05-09 03:00:00,10.3,1.6,50,88,1004.5,,,0.0,,10.0
2022-05-09 04:00:00,10.1,0.0,0,91,1004.6,,,,,9.0
2022-05-09 05:00:00,9.8,1.2,20,93,1004.4,,,,,10.0
2022-05-09 06:00:00,10.8,1.1,140,86,1004.9,0.0,0.0,0.0,,10.0
2022-05-09 07:00:00,11.3,0.1,0,85,1005.4,0.0,0.23,,,9.0
2022-05-09 08:00:00,13.0,0.5,50,75,1005.9,0.7,1.11,,,6.0
2022-05-09 09:00:00,15.3,1.5,90,63,1005.8,1.0,1.96,,,0.0
2022-05-09 10:00:00,17.0,1.5,140,56,1005.5,1.0,2.68,,,0.0
2022-05-09 11:00:00,18.3,2.0,110,47,1005.1,1.0,3.21,,,0.0
2022-05-09 12:00:00,19.9,3.5,70,40,1004.4,1.0,3.59,,,0.0
2022-05-09 13:00:00,21.7,3.2,70,34,1003.5,1.0,3.59,,,0.0
2022-05-09 14:00:00,23.1,2.5,70,33,1002.7,1.0,3.55,,,0.0
2022-05-09 15:00:00,24.0,3.0,70,28,1002.0,1.0,3.15,,,5.0
2022-05-09 16:00:00,24.0,3.3,90,23,1001.5,1.0,2.62,,,1.0
2022-05-09 17:00:00,23.9,1.8,110,23,1001.6,1.0,1.88,,,0.0
2022-05-09 18:00:00,23.1,1.8,140,25,1001.7,1.0,1.1,,,0.0
2022-05-09 19:00:00,20.8,1.9,140,27,1002.1,1.0,0.38,,,3.0
2022-05-09 20:00:00,19.3,3.9,140,31,1003.0,0.0,0.02,,,0.0
2022-05-09 21:00:00,16.9,1.0,110,35,1004.2,,,,,6.0
2022-05-09 22:00:00,13.3,0.3,0,54,1004.5,,,,,7.0
2022-05-09 23:00:00,12.5,1.1,90,55,1004.5,,,,,8.0
2022-05-10 00:00:00,11.4,0.5,50,58,1004.2,,,,,8.0
2022-05-10 01:00:00,10.0,0.3,0,61,1004.0,,,,,8.0
2022-05-10 02:00:00,8.8,0.3,0,65,1003.9,,,,,8.0
2022-05-10 03:00:00,8.6,0.3,0,68,1004.1,,,,,10.0
2022-05-10 04:00:00,7.9,0.0,0,72,1004.4,,,,,8.0
2022-05-10 05:00:00,8.1,0.0,0,73,1004.5,,,,,10.0
2022-05-10 06:00:00,8.2,0.0,0,79,1004.6,0.0,0.0,,,10.0
2022-05-10 07:00:00,10.4,0.3,0,75,1005.1,0.0,0.17,,,10.0
2022-05-10 08:00:00,12.6,0.9,290,63,1005.2,0.2,0.74,,,10.0
2022-05-10 09:00:00,13.8,0.8,270,56,1005.0,0.6,1.22,,,8.0
2022-05-10 10:00:00,18.2,2.5,90,34,1004.3,1.0,2.54,,,5.0
2022-05-10 11:00:00,20.4,3.3,90,26,1003.6,1.0,3.08,,,5.0
2022-05-10 12:00:00,21.9,2.3,70,28,1002.8,1.0,3.44,,,7.0
2022-05-10 13:00:00,22.5,1.6,270,24,1001.9,1.0,3.45,,,5.0
2022-05-10 14:00:00,24.5,2.9,70,22,1000.8,1.0,3.63,,,3.0
2022-05-10 15:00:00,24.2,1.9,20,17,1000.0,1.0,3.3,,,3.0
2022-05-10 16:00:00,24.9,1.6,200,18,999.5,1.0,2.82,,,5.0
2022-05-10 17:00:00,24.4,3.4,200,21,999.7,1.0,1.99,,,0.0
2022-05-10 18:00:00,22.7,2.5,200,23,999.5,0.7,0.84,,,6.0
2022-05-10 19:00:00,21.7,1.2,160,28,999.7,0.8,0.41,,,5.0
2022-05-10 20:00:00,18.0,0.8,110,38,1000.0,0.0,0.0,,,7.0
2022-05-10 21:00:00,19.8,1.8,160,33,1000.6,,,,,9.0
2022-05-10 22:00:00,17.4,1.3,20,41,1001.1,,,,,9.0
2022-05-10 23:00:00,16.2,0.6,110,48,1001.2,,,,,7.0
2022-05-11 00:00:00,15.7,0.2,0,50,1001.5,,,,,7.0
2022-05-11 01:00:00,14.2,0.5,70,53,1001.2,,,,,6.0
2022-05-11 02:00:00,14.5,1.1,70,52,1001.2,,,,,1.0
2022-05-11 03:00:00,14.6,0.7,90,55,1001.4,,,,,1.0
2022-05-11 04:00:00,12.2,0.6,110,60,1001.4,,,,,6.0
2022-05-11 05:00:00,12.0,0.0,0,63,1001.3,,,,,5.0
2022-05-11 06:00:00,11.0,0.1,0,72,1002.0,0.0,0.0,,,6.0
2022-05-11 07:00:00,14.3,0.8,70,61,1002.0,0.4,0.43,,,7.0
2022-05-11 08:00:00,15.8,0.4,0,58,1002.4,1.0,0.84,,,2.0
2022-05-11 09:00:00,18.0,0.2,0,47,1001.9,1.0,1.9,,,1.0
2022-05-11 10:00:00,20.2,1.5,270,41,1002.1,1.0,2.58,,,0.0
2022-05-11 11:00:00,21.4,1.0,230,42,1001.8,1.0,3.14,,,0.0
2022-05-11 12:00:00,22.5,1.7,360,39,1001.4,1.0,3.18,,,6.0
2022-05-11 13:00:00,23.1,2.1,320,40,1000.5,1.0,3.11,,,6.0
2022-05-11 14:00:00,23.6,1.7,290,39,1000.1,1.0,2.6,,,8.0
2022-05-11 15:00:00,24.6,1.8,230,38,999.5,1.0,2.26,,,7.0
2022-05-11 16:00:00,24.5,3.2,250,37,999.1,0.8,1.5,,,8.0
2022-05-11 17:00:00,23.6,2.1,250,42,999.1,0.5,1.1,,,9.0
2022-05-11 18:00:00,22.8,1.4,320,42,999.2,0.0,0.36,,,10.0
2022-05-11 19:00:00,22.2,1.6,320,43,999.5,0.0,0.15,,,9.0
2022-05-11 20:00:00,19.4,0.6,90,54,1000.1,0.0,0.02,,,8.0
2022-05-11 21:00:00,18.2,0.6,110,60,1000.2,,,,,9.0
2022-05-11 22:00:00,16.7,0.0,0,68,1000.3,,,,,9.0
2022-05-11 23:00:00,17.8,0.7,90,60,1000.6,,,,,10.0
2022-05-12 00:00:00,17.3,1.4,20,54,1001.2,,,,,10.0
2022-05-12 01:00:00,17.6,0.8,200,55,1000.5,,,,,10.0
2022-05-12 02:00:00,15.4,0.5,70,65,999.9,,,,,10.0
2022-05-12 03:00:00,14.1,0.6,70,72,999.5,,,,,9.0
2022-05-12 04:00:00,13.3,0.2,0,74,999.2,,,,,9.0
2022-05-12 05:00:00,13.0,0.8,140,78,999.4,,,,,10.0
2022-05-12 06:00:00,12.8,0.3,0,80,999.4,0.0,0.01,,,9.0
2022-05-12 07:00:00,14.6,0.0,0,73,999.5,0.0,0.19,,,10.0
2022-05-12 08:00:00,16.0,0.3,0,68,999.3,0.0,0.61,,,9.0
2022-05-12 09:00:00,17.5,0.4,0,61,998.7,0.3,1.17,,,9.0
2022-05-12 10:00:00,19.3,1.4,250,57,998.1,0.5,1.63,,,9.0
2022-05-12 11:00:00,21.3,0.7,290,50,997.7,1.0,2.29,,,8.0
2022-05-12 12:00:00,24.0,1.7,200,46,997.0,1.0,3.08,,,6.0
2022-05-12 13:00:00,25.3,1.0,250,45,996.1,1.0,3.45,,,4.0
2022-05-12 14:00:00,26.6,1.4,70,43,995.2,0.9,2.74,,,6.0
2022-05-12 15:00:00,25.3,1.3,20,45,994.7,0.4,1.2,,,9.0
2022-05-12 16:00:00,25.6,1.2,140,45,994.3,0.0,0.84,,,8.0
2022-05-12 17:00:00,25.3,1.7,180,46,994.2,0.1,0.69,,,7.0
2022-05-12 18:00:00,24.8,2.1,200,48,993.8,0.0,0.45,,,6.0
2022-05-12 19:00:00,24.0,1.7,160,51,994.1,0.0,0.2,,,7.0
2022-05-12 20:00:00,22.8,1.8,160,55,994.4,0.0,0.01,,,6.0
2022-05-12 21:00:00,22.1,0.7,200,59,995.2,,,,,8.0
2022-05-12 22:00:00,20.1,0.3,0,67,995.6,,,,,8.0
2022-05-12 23:00:00,18.2,0.6,90,71,995.4,,,,,6.0
2022-05-13 00:00:00,17.2,0.3,0,74,995.0,,,,,6.0
2022-05-13 01:00:00,17.1,0.9,90,77,994.9,,,,,6.0
2022-05-13 02:00:00,17.3,0.5,110,76,994.8,,,,,7.0
2022-05-13 03:00:00,17.3,0.5,110,78,994.7,,,,,5.0
2022-05-13 04:00:00,16.2,0.3,0,82,994.3,,,,,7.0
2022-05-13 05:00:00,16.8,0.6,70,80,994.3,,,,,9.0
2022-05-13 06:00:00,16.5,0.3,0,82,994.6,0.0,0.0,,,9.0
2022-05-13 07:00:00,17.2,0.2,0,82,994.4,0.0,0.2,,,9.0
2022-05-13 08:00:00,18.2,0.7,290,75,994.8,0.0,0.37,,,7.0
2022-05-13 09:00:00,19.7,1.9,90,66,994.3,0.5,1.25,,,7.0
2022-05-13 10:00:00,20.9,0.9,50,61,993.9,0.6,1.61,,,8.0
2022-05-13 11:00:00,22.2,0.8,110,57,993.2,0.6,2.18,,,8.0
2022-05-13 12:00:00,22.4,3.0,230,52,992.2,0.1,1.85,,,10.0
2022-05-13 13:00:00,21.8,1.0,200,54,991.9,0.0,0.73,,,10.0
2022-05-13 14:00:00,20.7,3.0,290,59,992.1,0.0,0.28,,,10.0
2022-05-13 15:00:00,17.1,0.9,90,89,992.5,0.0,0.14,0.8,,10.0
2022-05-13 16:00:00,17.5,1.4,90,86,992.1,0.0,0.4,0.0,,10.0
2022-05-13 17:00:00,17.2,1.2,90,87,991.9,0.0,0.13,0.0,,10.0
2022-05-13 18:00:00,17.3,0.6,110,87,991.8,0.0,0.17,,,10.0
2022-05-13 19:00:00,17.3,1.3,90,87,991.9,0.0,0.17,,,8.0
2022-05-13 20:00:00,16.2,0.4,0,83,992.3,0.0,0.02,,,9.0
2022-05-13 21:00:00,13.8,1.0,110,80,993.0,,,,,3.0
2022-05-13 22:00:00,13.3,0.6,90,79,993.5,,,,,7.0
2022-05-13 23:00:00,12.1,0.9,110,87,994.3,,,,,6.0
2022-05-14 00:00:00,12.3,0.4,0,88,995.0,,,,,1.0
2022-05-14 01:00:00,11.3,0.2,0,91,995.1,,,,,0.0
2022-05-14 02:00:00,11.1,0.7,90,93,995.2,,,,,0.0
2022-05-14 03:00:00,9.8,0.5,90,93,995.3,,,,,0.0
2022-05-14 04:00:00,8.6,0.3,0,94,995.9,,,,,0.0
2022-05-14 05:00:00,8.6,0.7,90,96,995.7,,,,,4.0
2022-05-14 06:00:00,8.1,0.8,110,96,996.4,0.0,0.01,,,3.0
2022-05-14 07:00:00,10.8,0.0,0,93,997.3,0.9,0.4,,,0.0
2022-05-14 08:00:00,13.1,1.3,250,73,997.5,1.0,1.11,,,6.0
2022-05-14 09:00:00,14.6,1.6,200,64,997.9,1.0,1.86,,,0.0
2022-05-14 10:00:00,17.2,2.4,250,48,998.0,1.0,2.56,,,1.0
2022-05-14 11:00:00,18.3,3.0,270,41,997.9,1.0,3.12,,,7.0
2022-05-14 12:00:00,19.4,5.0,290,32,997.8,1.0,3.49,,,2.0
2022-05-14 13:00:00,19.9,5.4,250,34,997.4,1.0,3.31,,,7.0
2022-05-14 14:00:00,20.5,5.1,270,29,997.0,1.0,3.49,,,5.0
2022-05-14 15:00:00,20.2,5.1,270,26,996.9,1.0,3.18,,,5.0
2022-05-14 16:00:00,19.3,4.8,270,26,996.7,1.0,2.67,,,1.0
2022-05-14 17:00:00,18.6,5.4,270,23,997.3,1.0,1.75,,,
2022-05-14 18:00:00,17.5,4.2,270,27,998.0,1.0,1.09,,,1.0
2022-05-14 19:00:00,16.0,3.7,250,32,999.0,0.1,0.22,,,8.0
2022-05-14 20:00:00,14.6,3.1,250,36,999.9,0.0,0.0,,,6.0
2022-05-14 21:00:00,13.6,2.5,270,37,1000.4,,,,,9.0
2022-05-14 22:00:00,12.6,1.6,200,42,1001.3,,,,,9.0
2022-05-14 23:00:00,11.6,1.1,200,48,1001.6,,,,,7.0
2022-05-15 00:00:00,9.1,1.3,90,63,1001.5,,,,,6.0
2022-05-15 01:00:00,8.3,0.2,0,68,1001.6,,,,,9.0
2022-05-15 02:00:00,8.3,0.6,110,70,1001.0,,,,,9.0
2022-05-15 03:00:00,7.5,0.8,90,76,1001.0,,,,,6.0
2022-05-15 04:00:00,6.8,0.7,90,81,1001.0,,,,,9.0
2022-05-15 05:00:00,6.4,0.3,0,85,1001.0,,,,,9.0
2022-05-15 06:00:00,6.2,0.4,0,86,1001.5,0.0,0.01,,,6.0
2022-05-15 07:00:00,9.3,0.1,0,74,1001.8,0.6,0.43,,,6.0
2022-05-15 08:00:00,11.5,0.2,0,66,1002.0,1.0,1.18,,,5.0
2022-05-15 09:00:00,13.5,0.7,270,50,1002.1,1.0,2.05,,,0.0
2022-05-15 10:00:00,15.7,1.9,290,40,1002.0,1.0,2.75,,,0.0
2022-05-15 11:00:00,17.4,2.3,270,31,1001.1,1.0,3.29,,,0.0
2022-05-15 12:00:00,18.2,2.2,290,28,1000.3,1.0,3.61,,,0.0
2022-05-15 13:00:00,19.8,2.3,270,27,999.4,1.0,3.72,,,0.0
2022-05-15 14:00:00,19.8,2.6,290,27,998.7,1.0,3.57,,,0.0
2022-05-15 15:00:00,20.6,2.1,290,25,997.7,1.0,3.19,,,0.0
2022-05-15 16:00:00,21.0,2.6,270,24,996.8,1.0,2.59,,,0.0
2022-05-15 17:00:00,20.8,2.7,270,23,996.8,1.0,1.93,,,0.0
2022-05-15 18:00:00,19.7,3.8,270,30,996.9,1.0,1.14,,,5.0
2022-05-15 19:00:00,17.8,3.1,270,31,997.3,1.0,0.46,,,3.0
2022-05-15 20:00:00,16.3,2.3,270,31,998.0,0.0,0.03,,,0.0
2022-05-15 21:00:00,14.9,1.2,250,31,998.8,,,,,0.0
2022-05-15 22:00:00,14.5,2.0,250,32,999.6,,,,,0.0
2022-05-15 23:00:00,13.6,1.5,250,31,999.7,,,,,0.0
2022-05-16 00:00:00,8.6,0.7,90,55,999.9,,,,,0.0
2022-05-16 01:00:00,7.9,0.9,90,59,999.9,,,,,0.0
2022-05-16 02:00:00,6.3,0.1,0,67,999.9,,,,,2.0
2022-05-16 03:00:00,6.2,0.9,90,67,999.8,,,,,2.0
2022-05-16 04:00:00,5.1,0.2,0,74,999.5,,,,,6.0
2022-05-16 05:00:00,4.0,0.1,0,80,999.5,,,,,0.0
2022-05-16 06:00:00,4.6,0.7,110,83,999.6,0.0,0.0,,,0.0
2022-05-16 07:00:00,8.0,0.1,0,69,1000.0,0.9,0.5,,,0.0
2022-05-16 08:00:00,10.8,0.4,0,59,999.9,1.0,1.3,,,0.0
2022-05-16 09:00:00,14.3,0.6,200,42,999.5,1.0,2.06,,,0.0
2022-05-16 10:00:00,16.7,0.8,270,29,999.2,1.0,2.73,,,0.0
2022-05-16 11:00:00,19.0,1.0,140,30,998.6,1.0,3.22,,,0.0
2022-05-16 12:00:00,20.2,2.3,200,27,997.9,1.0,3.51,,,0.0
2022-05-16 13:00:00,21.8,2.7,230,26,997.1,1.0,3.62,,,0.0
2022-05-16 14:00:00,22.9,3.7,250,27,996.5,1.0,3.44,,,0.0
2022-05-16 15:00:00,23.4,4.5,250,27,995.5,1.0,3.08,,,0.0
2022-05-16 16:00:00,23.6,2.9,230,27,994.8,0.9,2.18,,,5.0
2022-05-16 17:00:00,23.6,4.2,250,25,994.6,1.0,1.93,,,5.0
2022-05-16 18:00:00,22.9,3.7,270,26,994.8,1.0,1.15,,,0.0
2022-05-16 19:00:00,21.6,3.3,250,30,995.5,0.9,0.41,,,0.0
2022-05-16 20:00:00,19.7,1.8,250,34,996.6,0.0,0.02,,,0.0
2022-05-16 21:00:00,15.5,0.6,110,50,997.4,,,,,0.0
2022-05-16 22:00:00,13.3,0.5,90,56,998.3,,,,,0.0
2022-05-16 23:00:00,12.5,1.0,110,58,999.0,,,,,6.0
2022-05-17 00:00:00,11.8,1.1,90,57,999.1,,,,,0.0
2022-05-17 01:00:00,10.3,0.8,90,63,999.3,,,,,0.0
2022-05-17 02:00:00,10.7,1.2,90,63,999.1,,,,,0.0
2022-05-17 03:00:00,10.3,0.7,90,67,999.1,,,,,0.0
2022-05-17 04:00:00,9.0,0.4,0,71,999.3,,,,,0.0
2022-05-17 05:00:00,7.7,0.4,0,81,999.4,,,,,0.0
2022-05-17 06:00:00,8.3,0.1,0,81,999.7,0.0,0.01,,,0.0
2022-05-17 07:00:00,11.4,0.3,0,72,1000.3,0.9,0.45,,,0.0
2022-05-17 08:00:00,14.3,0.4,0,60,1000.5,1.0,1.17,,,0.0
2022-05-17 09:00:00,17.7,1.0,340,50,1000.5,1.0,1.92,,,0.0
2022-05-17 10:00:00,19.8,1.4,200,43,1000.3,1.0,2.6,,,0.0
2022-05-17 11:00:00,21.6,1.1,200,39,999.9,1.0,3.12,,,0.0
2022-05-17 12:00:00,24.3,1.7,230,35,999.4,1.0,3.46,,,0.0
2022-05-17 13:00:00,26.0,3.5,230,32,998.7,1.0,3.57,,,0.0
2022-05-17 14:00:00,26.7,4.4,230,29,998.2,1.0,3.29,,,0.0
2022-05-17 15:00:00,27.1,3.3,250,23,997.8,1.0,3.03,,,0.0
2022-05-17 16:00:00,27.2,4.5,250,28,997.6,1.0,2.49,,,7.0
2022-05-17 17:00:00,24.2,5.0,270,31,998.0,0.3,0.92,0.0,,7.0
2022-05-17 18:00:00,20.4,2.4,360,46,998.4,0.0,0.24,0.0,,9.0
2022-05-17 19:00:00,19.2,1.6,70,64,998.5,0.4,0.36,0.5,,7.0
2022-05-17 20:00:00,16.7,1.4,90,65,999.4,0.0,0.02,,,0.0
