지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
4361,2019-04-05,,천북하만,충청남도 보령시 천북면,,36.4811,126.5223,27,,,,
4362,2019-04-05,,부석창리,충청남도 서산시 부석면,,36.6311,126.3784,43,,,,
4363,2019-04-05,,서산양대,충청남도 서산시 양대동,,36.7213,126.4633,10,,,,
4366,2017-11-15,,대산독곶,충청남도 서산시 대산읍,,36.9887,126.3749,67.35,,,,
4367,2018-09-11,,공주,충청남도 공주시 봉황동,,36.4475,127.1191,39.5,,,,
4368,2018-09-11,,부여읍,충청남도 부여군 부여읍,,36.2754,126.9111,17,,,,
4369,2018-09-11,,논산,충청남도 논산시 부창동,,36.1994,127.0872,19,,,,
4370,2018-09-11,,이원면,충청남도 태안군 이원면,,36.8699,126.2808,19,,,,
4371,2018-09-11,,태안읍,충청남도 태안군 태안읍,,36.7471,126.3024,17,,,,
4372,2018-09-11,,예산군,충청남도 예산군 예산읍,,36.6826,126.8487,45,,,,
4373,2018-09-11,,대천2동,,,36.3531,126.5896,7.27,,,,
4374,2018-09-11,,홍성읍,충청남도 홍성군 홍성읍,,36.5977,126.655,49.23,,,,
4375,2018-09-11,,성거읍,충청남도 천안시 서북구 성거읍,,36.8836,127.2074,50,,,,
4376,2018-09-11,,배방읍,충청남도 아산시 배방읍,,36.7736,127.0536,22.33,,,,
4377,2018-09-11,,도고면,충청남도 아산시 도고면,,36.7625,126.8887,13.2,,,,
4378,2018-09-11,,인주면,충청남도 아산시 인주면,,36.8734,126.8798,7.77,,,,
4379,2018-09-11,,둔포면,충청남도 아산시 둔포면,,36.9125,127.0596,29.19,,,,
4380,2018-09-11,,대산리,충청남도 서산시 대산읍,,36.938,126.4339,120,,,,
4381,2018-09-11,,주교면,충청남도 보령시 주교면,,36.3911,126.5693,70,,,,
4382,2018-09-11,,서천읍,충청남도 서천군 서천읍,,36.0758,126.6982,7.71,,,,
4383,2018-09-11,,서면보건소,충청남도 서천군 서면,,36.1528,126.5493,12.57,,,,
4384,2018-09-11,,엄사면,충청남도 계룡시 엄사면,,36.287,127.2379,135.83,,,,
4385,2018-09-11,,금산읍,충청남도 금산군 금산읍,,36.1071,127.4909,162.6,,,,
4386,2018-09-11,,청양읍,충청남도 청양군 청양읍,,36.4552,126.8049,103.18,,,,
4387,2018-09-11,,청룡동사무소,,,36.786,127.1569,38.3,,,,
4388,2018-09-11,,신방동사무소,,,36.786,127.1224,27.4,,,,
4389,2018-09-11,,원성1동사무소,,,36.8118,127.1629,56.8,,,,
4390,2018-09-11,,원성2동사무소,,,36.8016,127.1609,43.7,,,,
4391,2018-09-11,,성환보건지소,충청남도 천안시 서북구 성환읍,,36.9184,127.1344,33,,,,
4392,2018-09-11,,입장보건지소,충청남도 천안시 서북구 입장면,,36.913,127.2213,35.1,,,,
4393,2018-09-11,,직산보건지소,충청남도 천안시 서북구 직산읍,,36.8784,127.1549,44.5,,,,
4394,2018-09-11,,북면보건지소,충청남도 천안시 동남구 북면,,36.8276,127.2732,108.9,,,,
4395,2018-09-11,,목천보건지소,충청남도 천안시 동남구 목천읍,,36.785,127.2347,60.4,,,,
4396,2018-09-11,,병천보건지소,충청남도 천안시 동남구 병천면,,36.7668,127.3024,74.6,,,,
4397,2018-09-11,,성남보건지소,충청남도 천안시 동남구 성남면,,36.7429,127.236,71.4,,,,
4398,2018-09-11,,풍세보건지소,충청남도 천안시 동남구 풍세면,,36.7223,127.1182,42.8,,,,
4399,2018-09-11,,광덕보건지소,충청남도 천안시 동남구 광덕면,,36.6987,127.1112,54.3,,,,
4400,2018-09-11,,동면보건지소,충청남도 천안시 동남구 동면,,36.7762,127.3441,91.1,,,,
4401,2019-08-13,,내포,충청남도,,36.6533,126.668,41,,,,
4403,2019-02-01,,신방동,,,36.7828,127.1207,23,,,,
4404,2019-12-01,,성연면,,,36.839,126.4609,9,,,,
4405,2019-10-01,,탄천면,,,36.3086,127.0672,31,,,,
4406,2020-03-13,,연무읍,,,36.1252,127.099,14,,,,
4407,2020-03-16,,정산면,,,36.4149,126.9451,10,,,,
4408,2020-01-16,,장재리,,,36.7843,127.56,5,,,,
4409,2020-10-06,,성동면,,,36.216,127.2358,2,,,,
4410,2020-06-01,,원북면,,,36.8242,126.2572,8,,,,
4411,2021-01-01,,삽교읍,,,36.6881,126.7393,13,,,,
4412,2021-08-03,,예산의회,,,36.6786,126.8462,,,,,
4413,2021-08-03,,대술장복,,,36.6821,126.9184,,,,,
4414,2021-08-03,,대술송석,,,36.6873,126.9474,,,,,
4415,2021-08-03,,신양만사,,,36.5788,126.8775,51,,,,
4416,2021-08-03,,오가양막,,,36.7166,126.7668,,,,,
4417,2020-07-24,,동남구청,,,36.811,127.149,50,,,,
4701,1998-01-01,,아산,,,36.8148,126.9768,,,,,
4703,2012-07-02,,세종,,,36.573,127.2816,,,,,
4703,2001-01-01,2012-07-02,연기,,,36.573,127.2816,,,,,
4704,1996-01-01,,청양,,,36.4326,126.7752,,,,,
4705,1993-01-01,,홍성,,,36.5919,126.6449,,,,,
4708,2011-11-01,,예산군(신암면),충청남도 예산군 신암면,,36.7421,126.8143,29,,,,
4709,2011-11-01,,천안시(목천읍),충청남도 천안시 동남구 목천읍,,36.7755,127.2074,112,,,,
4710,2016-03-04,,공주시(우성면),충청남도 공주시 우성면,,36.4934,127.0992,46,,,,
4714,2011-11-01,,청양군(청양읍),충청남도 청양군 청양읍,,36.4255,126.7957,192,,,,
4715,2011-11-01,,태안군(태안읍),충청남도 태안군 태안읍,,36.7329,126.3048,31,,,,
4716,2011-11-01,,홍성군(홍성읍),충청남도 홍성군 갈산면,,36.6026,126.5792,78,,,,
4717,2011-11-01,,계룡시(두마면),충청남도 계룡시 두마면,,36.2617,127.2773,148,,,,
4718,2015-09-15,,논산시(광석면),충청남도 논산시 광석면,,36.228,127.0856,31,,,,
4719,2015-09-15,,아산시(염치읍),충청남도 아산시 염치읍,,36.8257,126.968,10,,,,
4720,2017-03-08,,천안군(성환읍),충청남도 천안시 서북구 성환읍,,36.9599,127.1301,9.9,,,,
4722,2021-06-26,,천안시 직산읍,,,36.8895,127.0962,19,,,,
4801,2011-11-01,,외산,충청남도 부여군 외산면,,36.3156,126.7156,160.27,,,,
4803,2011-11-01,,미산,충청남도 보령시 미산면,,36.2594,126.6537,75.05,,,,
4804,2011-11-01,,도화담,충청남도 보령시 미산면,,36.2902,126.6788,85.35,,,,
4806,2011-11-01,,추부,충청남도 금산군 추부면,,36.1931,127.4677,216,,,,
4807,2011-11-01,,금산,충청남도 금산군 부리면,,36.0706,127.5367,213,,,,
4808,2011-11-01,,대성산,충청남도 금산군 군북면,,36.2078,127.5742,253,,,,
4870,2011-11-01,,사곡면,충청남도 공주시 사곡면,,36.5261,127.0311,137,,,,
4871,2011-11-01,,파도리,충청남도 태안군 소원면,,36.7364,126.1322,23,,,,
4872,2015-01-07,,구성동,대전광역시 유성구 구성동,,36.3725,127.3745,56,,,,
4873,2015-01-07,,성황동,충청남도 천안시 동남구 성황동,,36.8145,127.1523,69,,,,
4875,2020-02-07,,당진송산,,,36.9765,126.7163,10,,,,
4876,2020-08-01,,외연도리(외연도),,,36.2293,126.0808,,,,,
4877,2020-10-01,,평택당진항,,,36.9303,126.8067,,,,,
4878,2020-08-01,,대산항,,,37.0126,126.4266,,,,,
4879,2020-08-01,,장항항,,,36.008,126.6903,,,,,
4890,2016-12-07,,성주산,충청남도 금산군 부리면,,36.0667,127.617,475,,,,
4891,2016-12-07,,축융봉,충청남도 부여군 은산면,,36.3167,126.767,271,,,,
4892,2016-12-07,,무성산,경상북도 의성군 사곡면,,36.5333,127.05,390,,,,
4893,2016-12-07,,공주 국사봉,충청남도 공주시 정안면,,36.61,127.043,409,,,,
4894,2016-12-07,,아산 광덕산,충청남도 아산시 송악면,,36.6833,127.017,359,,,,
4895,2016-12-07,,오서산,충청남도 보령시 청라면,,36.4581,126.6673,480,,,,
4896,2016-12-07,,청양 비봉산,충청남도 청양군 운곡면,,36.5064,126.8159,307,,,,
4897,2016-12-07,,장군산,충청남도 공주시,,36.4636,127.1965,310,,,,
4898,2016-12-07,,천안 국사봉,충청남도 천안시 동남구 광덕면,,36.6263,127.1583,351,,,,
4899,2018-06-29,,논산 묘련봉,충청남도 논산시 벌곡면 검천리,,36.1684,127.2661,304,,,,
4900,2019-04-03,,금산 성치산,충청남도 금산군 남이면,,36.0105,127.4592,257,,,,
4901,2019-04-03,,금산 백암산,충청남도 금산군 남이면,,36.0521,127.3992,367,,,,
4902,2020-11-26,,청양 대덕봉,,,36.4564,126.9352,237,,,,
4903,2020-11-16,,아산 만경산,,,36.7145,127.0526,338,,,,
4904,2020-11-16,,금산 운하산,,,36.1907,127.3672,304,,,,
4905,2020-11-16,,청양 오봉산,,,36.4156,126.7449,262,,,,
4906,2020-11-16,,천안 개죽산,,,36.8502,127.2984,400,,,,
4907,2020-11-16,,천안 몽각산,,,36.8276,127.3437,356,,,,
4908,2020-11-16,,공주 천태산,,,36.5895,127.1571,200,,,,
4909,2021-11-15,,세종수목원,,,36.4946,127.2749,45,,,,
4910,2015-01-15,,관불산,세종특별자치시 장군면,,36.5704,127.2054,238.45,,,,
4911,2015-01-15,,칠불산,세종특별자치시 금남면,,36.4864,127.3465,199.38,,,,
4912,2015-01-15,,계족산,,,36.3879,127.4569,327.68,,,,
4913,2015-01-15,,보문산,,,36.2876,127.4288,281.02,,,,
4914,2021-11-15,,공주 갈미봉,,,36.5923,127.073,276,,,,
4915,2021-11-15,,공주 까막봉,,,36.6425,127.0234,467,,,,
4920,2011-02-15,,학암포,충청남도 태안군 원북면,,36.8975,126.2037,7,,,,
4921,2014-07-03,,동학사,충청남도 공주시 반포면,,36.3592,127.2429,152,,,,
4922,2015-03-23,,갑사분소,충청남도 공주시 계룡면,,36.3695,127.1821,141,,,,
4923,2016-03-10,,기지포,충청남도 태안군 안면읍,,36.5634,126.3216,7,,,,
4924,2019-12-11,,수통골분소,,,36.3447,127.288,119,,,,
4951,2011-11-01,,서해대교안전센터,충청남도 당진시 신평면,,36.9461,126.8068,25,,,,
4952,2011-11-01,,서해대교(당진측),충청남도 당진시 신평면,,36.9427,126.7936,84,,,,
4953,2011-11-01,,서해대교(사장교),충청남도 당진시 신평면,,36.952,126.8404,84,,,,
4954,2011-11-01,,서해대교(평택측),충청남도 당진시 신평면,,36.9649,126.8672,84,,,,
4955,2015-07-15,,서해대교(행담도입구),충청남도 당진시 신평면,,36.943,126.8138,84,,,,
5100,2009-08-06,,전주_효자1동,,,35.8121,127.1199,36,,,,
5101,2009-08-06,,전주_진북동,,,35.8294,127.1343,38,,,,
5103,2010-01-01,,전주_송천2동,,,35.868,127.1168,22,,,,
5104,2011-02-15,,전주_대성동,전북특별자치도 완주군 상관면,,35.7919,127.1676,127,,,,
5105,2011-02-15,,전주_호성동,,,35.8637,127.1497,46,,,,
5106,2011-02-15,,전주_장동,,,35.8509,127.061,26,,,,
5107,2014-12-03,,전주_원당동,,,35.4621,127.0701,34,,,,
5108,2017-11-15,,군산_옥산면,전북특별자치도 군산시 옥산면,,35.9395,126.7493,13,,,,
5109,2017-11-15,,군산_임피면,전북특별자치도 군산시 임피면,,35.9824,126.8504,25,,,,
5110,2009-08-06,,군산_서수면,전북특별자치도 군산시 서수면,,35.9833,126.8759,12,,,,
5111,2009-08-06,,군산_옥구읍,전북특별자치도 군산시 옥구읍,,35.923,126.6852,12,,,,
5112,2009-08-06,,군산_해신동,,,35.9898,126.707,12,,,,
5113,2009-08-06,,군산_나포면,전북특별자치도 군산시 나포면,,36.0305,126.832,8,,,,
5114,2009-08-06,,군산_조촌동,,,35.9675,126.7364,16,,,,
5115,2009-08-06,,군산_대야면,전북특별자치도 군산시 대야면,,35.9465,126.8112,17,,,,
5116,2015-02-23,,군산_회현면,전북특별자치도 군산시 회현면,,35.913,126.757,15,,,,
5117,2015-02-23,,군산_성산면,전북특별자치도 군산시 성산면,,35.9896,126.786,11,,,,
5118,2015-02-23,,군산_소룡동,,,35.9745,126.6792,11,,,,
5119,2015-02-23,,군산_미성동,,,35.9591,126.6567,5,,,,
5120,2009-08-06,,익산_남중동,,,35.948,126.9582,26,,,,
5121,2009-08-06,,익산_낭산면,전북특별자치도 익산시 낭산면,,36.0779,127.0098,22,,,,
5122,2009-08-06,,익산_망성면,전북특별자치도 익산시 망성면,,36.1326,127.0206,21,,,,
5123,2009-08-06,,익산_삼기면,전북특별자치도 익산시 삼기면,,36.0203,126.9841,26,,,,
5124,2009-08-06,,익산_성당면,전북특별자치도 익산시 성당면,,36.0883,126.935,18,,,,
5125,2009-08-06,,익산_여산면,전북특별자치도 익산시 여산면,,36.0588,127.086,40,,,,
5126,2009-08-06,,익산_오산면,전북특별자치도 익산시 오산면,,35.9387,126.9163,14,,,,
5127,2009-08-06,,익산_왕궁면,전북특별자치도 익산시 왕궁면,,35.9664,127.0878,35,,,,
5128,2009-08-06,,익산_용안면,전북특별자치도 익산시 용안면,,36.12,126.9523,25,,,,
5129,2009-08-06,,익산_웅포면,전북특별자치도 익산시 웅포면,,36.0644,126.8769,14,,,,
5130,2011-02-15,,익산_월성동,,,35.9863,126.9847,34,,,,
5131,2009-08-06,,익산_춘포면,전북특별자치도 익산시 춘포면,,35.901,127.0052,14,,,,
5132,2009-08-06,,익산_함라면,전북특별자치도 익산시 함라면,,36.0601,126.9104,38,,,,
5133,2009-08-06,,익산_함열읍,전북특별자치도 익산시 함열읍,,36.0746,126.9646,24,,,,
5134,2009-08-06,,익산_금마면,전북특별자치도 익산시 금마면,,35.993,127.0529,39,,,,
5135,2014-12-03,,익산_인화동,,,35.5546,126.5713,10,,,,
5136,2014-12-03,,익산_영등2동,,,35.5736,126.5837,18,,,,
5137,2014-12-03,,익산_팔봉동,,,35.5756,127.0042,28,,,,
5138,2014-12-03,,익산_삼성동,,,35.5832,126.5951,15,,,,
5139,2016-09-08,,익산_황등면,전북특별자치도 익산시 황등면,,36.0043,126.9451,25,,,,
5140,2009-08-06,,정읍_수성동,전북특별자치도 정읍시 산외면 종산리,,35.5699,126.8563,64,,,,
5141,2009-08-06,,정읍_고부면,전북특별자치도 정읍시 고부면,,35.6187,126.7717,36,,,,
5142,2009-08-06,,정읍_산내면,전북특별자치도 정읍시 산내면,,35.5683,127.0302,212,,,,
5143,2009-08-06,,정읍_이평면,전북특별자치도 정읍시 이평면,,35.665,126.8382,29,,,,
5144,2009-08-06,,정읍_소성면,전북특별자치도 정읍시 소성면,,35.5569,126.7832,28,,,,
5145,2009-08-06,,정읍_감곡면,전북특별자치도 정읍시 감곡면,,35.7149,126.9285,27,,,,
5146,2009-08-06,,정읍_북면,전북특별자치도 정읍시 북면,,35.6093,126.8922,39,,,,
5147,2009-08-06,,정읍_칠보면,전북특별자치도 정읍시 칠보면,,35.6026,126.9935,37,,,,
5148,2009-08-06,,정읍_신태인읍,전북특별자치도 정읍시 신태인읍,,35.6884,126.8867,16,,,,
5149,2009-08-06,,정읍_덕천면,전북특별자치도 정읍시 덕천면,,35.6186,126.8426,27,,,,
5150,2009-08-06,,정읍_영원면,전북특별자치도 정읍시 영원면,,35.6551,126.7853,28,,,,
5151,2009-08-06,,정읍_입암면,전북특별자치도 정읍시 입암면,,35.5038,126.7932,63,,,,
5152,2009-08-06,,정읍_정우면,전북특별자치도 정읍시 정우면,,35.6448,126.8759,20,,,,
5153,2009-08-06,,정읍_옹동면,전북특별자치도 정읍시 옹동면,,35.6435,126.9745,48,,,,
5154,2009-08-06,,정읍_산외면,전북특별자치도 정읍시 산외면,,35.6214,127.0421,61,,,,
5157,2016-09-08,,익산_용동면,전북특별자치도 익산시 용동면,,36.1098,126.9931,12,,,,
5158,2016-09-08,,정읍_신정동,전북특별자치도 정읍시 입암면,,35.5085,126.8465,84,,,,
5160,2009-08-06,,남원_도통동,,,35.4166,127.3907,112,,,,
5161,2009-08-06,,남원_운봉읍,전북특별자치도 남원시 운봉읍,,35.4395,127.5296,466,,,,
5162,2009-08-06,,남원_주천면,전북특별자치도 남원시 주천면,,35.3909,127.4419,174,,,,
5163,2009-08-06,,남원_수지면,전북특별자치도 남원시 수지면,,35.3393,127.3716,102,,,,
5164,2009-08-06,,남원_송동면,전북특별자치도 남원시 송동면,,35.3548,127.3371,107,,,,
5165,2009-08-06,,남원_주생면,전북특별자치도 남원시 주생면,,35.3788,127.3216,110,,,,
5166,2009-08-06,,남원_금지면,전북특별자치도 남원시 금지면,,35.3577,127.3039,73,,,,
5167,2009-08-06,,남원_대강면,전북특별자치도 남원시 대강면,,35.3473,127.2277,79,,,,
5168,2009-08-06,,남원_대산면,전북특별자치도 남원시 대산면,,35.4321,127.3253,110,,,,
5169,2009-08-06,,남원_사매면,전북특별자치도 남원시 사매면,,35.4985,127.3605,130,,,,
5170,2009-08-06,,남원_덕과면,전북특별자치도 남원시 덕과면,,35.5172,127.3521,129,,,,
5171,2009-08-06,,남원_보절면,전북특별자치도 남원시 보절면,,35.5132,127.4023,161,,,,
5172,2009-08-06,,남원_산동면,전북특별자치도 남원시 산동면,,35.4927,127.4761,186,,,,
5173,2009-08-06,,남원_이백면,전북특별자치도 남원시 이백면,,35.4269,127.458,162,,,,
5174,2009-08-06,,남원_인월면,전북특별자치도 남원시 인월면,,35.4644,127.6002,428,,,,
5175,2009-08-06,,남원_아영면,전북특별자치도 남원시 아영면,,35.5087,127.6128,433,,,,
5176,2009-08-06,,남원_산내면,전북특별자치도 남원시 산내면,,35.4192,127.623,335,,,,
5180,2009-08-06,,김제_서암동,전북특별자치도 김제시 광활면 창제리,,35.8037,126.8805,42,,,,
5181,2009-08-06,,김제_만경읍,전북특별자치도 김제시 만경읍,,35.8544,126.82,34,,,,
5182,2009-08-06,,김제_죽산면,전북특별자치도 김제시 죽산면,,35.7724,126.8135,13,,,,
5183,2009-08-06,,김제_백산면,전북특별자치도 김제시 백산면,,35.8279,126.8923,15,,,,
5184,2009-08-06,,김제_용지면,전북특별자치도 김제시 용지면,,35.8536,126.9553,28,,,,
5185,2009-08-06,,김제_백구면,전북특별자치도 김제시 백구면,,35.8907,126.9676,16,,,,
5186,2009-08-06,,김제_부량면,전북특별자치도 김제시 부량면,,35.7336,126.8441,13,,,,
5187,2009-08-06,,김제_공덕면,전북특별자치도 김제시 공덕면,,35.8924,126.9129,24,,,,
5188,2009-08-06,,김제_청하면,전북특별자치도 김제시 청하면,,35.9037,126.8406,16,,,,
5189,2009-08-06,,김제_성덕면,전북특별자치도 김제시 성덕면,,35.8205,126.8058,12,,,,
5190,2009-08-06,,김제_금구면,전북특별자치도 김제시 금구면,,35.8593,126.766,46,,,,
5191,2009-08-06,,김제_봉남면,전북특별자치도 김제시 봉남면,,35.7535,126.9623,17,,,,
5192,2009-08-06,,김제_황산면,전북특별자치도 김제시 황산면,,35.7535,126.9623,12,,,,
5193,2009-08-06,,김제_금산면,전북특별자치도 김제시 금산면,,35.7945,126.9423,27,,,,
5194,2009-08-06,,김제_광활면,전북특별자치도 김제시 광활면,,35.7166,126.9962,6,,,,
5195,2014-12-03,,김제_진봉면,전북특별자치도 김제시 진봉면,,35.5132,126.4558,10,,,,
5200,2009-08-06,,완주_대둔산,전북특별자치도 완주군 운주면,,36.1158,127.3322,268,,,,
5201,2009-08-06,,완주_삼례읍,전북특별자치도 완주군 삼례읍,,35.9093,127.0716,13,,,,
5202,2009-08-06,,완주_이서면,전북특별자치도 완주군 이서면,,35.8206,127.0225,45,,,,
5203,2009-08-06,,완주_비봉면,전북특별자치도 완주군 비봉면,,35.9959,127.1401,84,,,,
5204,2009-08-06,,완주_상관면,전북특별자치도 완주군 상관면,,35.767,127.2107,96,,,,
5205,2009-08-06,,완주_동상면,전북특별자치도 완주군 동상면,,35.9369,127.2968,161,,,,
5206,2009-08-06,,완주_용진읍,,,35.8804,127.1563,32,,,,
5207,2009-08-06,,완주_구이면,전북특별자치도 완주군 구이면,,35.7318,127.1207,91,,,,
5208,2009-08-06,,완주_고산면,전북특별자치도 완주군 고산면,,36.0072,127.6605,44,,,,
5209,2009-08-06,,완주_봉동읍,전북특별자치도 완주군 봉동읍,,35.9414,127.1657,29,,,,
5210,2009-08-06,,완주_운주면,전북특별자치도 완주군 운주면,,36.0926,127.2773,84,,,,
5211,2009-08-06,,완주_화산면,전북특별자치도 완주군 화산면,,36.0357,127.2034,97,,,,
5212,2009-08-06,,완주_소양면,전북특별자치도 완주군 소양면,,35.8561,127.2334,66,,,,
5213,2010-01-01,,완주_경천면,전북특별자치도 완주군 경천면,,36.0226,127.2526,81,,,,
5220,2009-08-06,,진안_진안읍,전북특별자치도 진안군 진안읍,,35.792,127.4245,298,,,,
5221,2009-08-06,,진안_용담면,전북특별자치도 진안군 용담면,,35.9666,127.52,232,,,,
5222,2009-08-06,,진안_안천면,전북특별자치도 진안군 안천면,,35.8972,127.5529,292,,,,
5223,2009-08-06,,진안_동향면,전북특별자치도 진안군 동향면,,35.8382,127.5679,323,,,,
5224,2009-08-06,,진안_상전면,전북특별자치도 진안군 상전면,,35.822,127.487,282,,,,
5225,2009-08-06,,진안_백운면,전북특별자치도 진안군 백운면,,35.6925,127.3979,328,,,,
5226,2009-08-06,,진안_성수면,전북특별자치도 진안군 성수면,,35.6299,127.3332,278,,,,
5227,2009-08-06,,진안_마령면,전북특별자치도 진안군 마령면,,35.7344,127.3708,290,,,,
5228,2009-08-06,,진안_부귀면,전북특별자치도 진안군 부귀면,,35.8371,127.3607,334,,,,
5229,2009-08-06,,진안_정천면,전북특별자치도 진안군 정천면,,35.8732,127.4286,279,,,,
5230,2009-08-06,,진안_주천면,전북특별자치도 진안군 주천면,,35.9752,127.4256,287,,,,
5250,2009-08-06,,무주_부남면,전북특별자치도 무주군 부남면,,35.9738,127.5589,212,,,,
5251,2009-08-06,,무주_적상면,전북특별자치도 무주군 적상면,,35.9455,127.6594,262,,,,
5252,2009-08-06,,무주_설천면,전북특별자치도 무주군 설천면,,36.0082,127.7897,304,,,,
5253,2009-08-06,,무주_무주읍,전북특별자치도 무주군 무주읍,,36.0029,127.6552,185,,,,
5254,2009-08-06,,무주_안성면,전북특별자치도 무주군 안성면,,35.8635,127.653,428,,,,
5255,2009-08-06,,무주_무풍면,전북특별자치도 무주군 무풍면,,35.97,127.8397,381,,,,
5261,2009-08-06,,장수_산서면,전북특별자치도 장수군 산서면,,35.5857,127.3968,157,,,,
5262,2009-08-06,,장수_계북면,전북특별자치도 장수군 계북면,,35.7855,127.6125,482,,,,
5263,2009-08-06,,장수_천천면,전북특별자치도 장수군 천천면,,35.7327,127.5307,344,,,,
5264,2009-08-06,,장수_장계면,전북특별자치도 장수군 장계면,,35.7321,127.5889,366,,,,
5266,2009-08-06,,장수_뜬봉샘,전북특별자치도 장수군 장수읍,,35.5928,127.5012,596,,,,
5267,2009-08-06,,장수_계남면,전북특별자치도 장수군 계남면,,35.7029,127.5774,384,,,,
5280,2009-08-06,,임실_강진면,전북특별자치도 임실군 강진면,,35.5303,127.1636,141,,,,
5281,2009-08-06,,임실_관촌면,전북특별자치도 임실군 관촌면,,35.6738,127.2708,225,,,,
5282,2009-08-06,,임실_덕치면,전북특별자치도 임실군 덕치면,,35.5102,127.1573,135,,,,
5283,2009-08-06,,임실_삼계면,전북특별자치도 임실군 삼계면,,35.5077,127.2743,145,,,,
5284,2009-08-06,,임실_성수면,전북특별자치도 임실군 성수면,,35.6301,127.3332,192,,,,
5285,2009-08-06,,임실_신덕면,전북특별자치도 임실군 신덕면,,35.684,127.1783,235,,,,
5286,2009-08-06,,임실_오수면,전북특별자치도 임실군 오수면,,35.5414,127.3268,125,,,,
5287,2009-08-06,,임실_운암면,전북특별자치도 임실군 운암면,,35.6606,127.1605,245,,,,
5288,2009-08-06,,임실_신평면,전북특별자치도 임실군 신평면,,35.6572,127.224,214,,,,
5289,2009-08-06,,임실_임실군,전북특별자치도 임실군 임실읍,,35.6178,127.2888,253,,,,
5290,2009-08-06,,임실_지사면,전북특별자치도 임실군 지사면,,35.564,127.3577,140,,,,
5291,2009-08-06,,임실_청웅면,전북특별자치도 임실군 청웅면,,35.5698,127.2013,165,,,,
5301,2009-08-06,,순창_구림면,전북특별자치도 순창군 구림면,,35.453,127.1023,205.38,,,,
5302,2009-08-06,,순창_금과면,전북특별자치도 순창군 금과면,,35.3396,127.0864,113.02,,,,
5303,2009-08-06,,순창_순창읍,전북특별자치도 순창군 순창읍,,35.3744,127.1376,92,,,,
5304,2009-08-06,,순창_쌍치면,전북특별자치도 순창군 쌍치면,,35.5006,127.0014,230.39,,,,
5305,2009-08-06,,순창_유등면,전북특별자치도 순창군 유등면,,35.3613,127.1875,86.43,,,,
5306,2009-08-06,,순창_팔덕면,전북특별자치도 순창군 팔덕면,,35.3916,127.0971,118.75,,,,
5307,2009-08-06,,순창_인계면,전북특별자치도 순창군 인계면,,35.4119,127.1413,114.37,,,,
5308,2009-08-06,,순창_적성면,전북특별자치도 순창군 적성면,,35.3975,127.2086,84.37,,,,
5309,2009-08-06,,순창_복흥면,전북특별자치도 순창군 복흥면,,35.4322,126.9297,291.26,,,,
5310,2009-08-06,,순창_풍산면,전북특별자치도 순창군 풍산면,,35.3366,127.1383,98.26,,,,
5311,2009-08-06,,순창_동계면,전북특별자치도 순창군 동계면,,35.4413,127.2427,93.69,,,,
5320,2009-08-06,,고창_고창읍,전북특별자치도 고창군 고창읍,,35.4358,126.7019,65,,,,
5321,2009-08-06,,고창_흥덕면,전북특별자치도 고창군 흥덕면,,35.5178,126.7036,43,,,,
5322,2009-08-06,,고창_대산면,전북특별자치도 고창군 대산면,,35.3411,126.6034,50,,,,
5323,2009-08-06,,고창_신림면,전북특별자치도 고창군 신림면,,35.4891,126.7122,36,,,,
5324,2009-08-06,,고창_고수면,전북특별자치도 고창군 고수면,,35.4099,126.6786,47,,,,
5325,2009-08-06,,고창_무장면,전북특별자치도 고창군 무장면,,35.4192,126.5607,65,,,,
5326,2009-08-06,,고창_성내면,전북특별자치도 고창군 성내면,,35.5381,126.7433,26,,,,
5327,2009-08-06,,고창_심원면,전북특별자치도 고창군 심원면,,35.5243,126.5511,18,,,,
5328,2009-08-06,,고창_부안면,전북특별자치도 고창군 부안면,,35.5142,126.6741,18,,,,
5329,2009-08-06,,고창_공음면,전북특별자치도 고창군 공음면,,35.3779,126.5114,33,,,,
5330,2009-08-06,,고창_정송면,전북특별자치도 고창군 성송면,,35.3644,126.6466,68,,,,
5331,2009-08-06,,고창_아산면,전북특별자치도 고창군 아산면,,35.4398,126.6348,30,,,,
5332,2009-08-06,,고창_해리면,전북특별자치도 고창군 해리면,,35.461,126.5391,25,,,,
5333,2009-08-06,,고창_상하면,전북특별자치도 고창군 상하면,,35.4447,126.4951,29,,,,
5334,2012-09-20,,고창_선운산,전북특별자치도 고창군 아산면,,35.505,126.6007,13,,,,
5335,2012-09-20,,고창_동호리,전북특별자치도 고창군 해리면,,35.5138,126.4817,12,,,,
5340,2009-08-06,,부안_변산면,전북특별자치도 부안군 변산면,,35.6636,126.5284,16,,,,
5341,2009-08-06,,부안_진서면,전북특별자치도 부안군 진서면,,35.5877,126.6054,16,,,,
5342,2009-08-06,,부안_계화면,전북특별자치도 부안군 계화면,,35.7617,126.6981,21,,,,
5343,2009-08-06,,부안_상서면,전북특별자치도 부안군 상서면,,35.6865,126.6781,18,,,,
5344,2009-08-06,,부안_주산면,전북특별자치도 부안군 주산면,,35.6719,126.7111,25,,,,
5345,2009-08-06,,부안_백산면,전북특별자치도 부안군 백산면,,35.7043,126.7871,25,,,,
